Age,Column (decade year) 2,Country,Country (max female),Country Code,Country highlight,Country: OECD Avg ,Country: other than OECD Avg,Decades only : T|F,Effective labour market exit age (bins),Every 5 years T|F,Gender,Gender filter,Measure1,OECD Average highlight,OECD Average highlight (female),OECD Average highlight (male),OECD Member: T|F,Ref Area,Reference area,Region (group),Row (decade year) 2,Sex,UPPER Country,UPPER(Gender),Year,Year (2 figures),Year (each 5 years),Year Int,Age | Years,Country name value,Effective labour market exit age,Effective labour market exit age (female),Effective labour market exit age (male),Effective labour market exit age (tooltip),Exit age - Female outliers max,Obs Value
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-1994,'94,,1994,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-1995,'95,,1995,62.0,,62.0,,62.0,62.0,,62.0
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-1996,'96,,1996,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,True,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-1997,'97,1997,1997,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-1998,'98,,1998,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-1999,'99,,1999,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2000,'00,,2000,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2001,'01,,2001,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,1,OECD average,OECD average,OECD_REP,False,OECD average,,True,61,True,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2002,'02,2002,2002,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2003,'03,,2003,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,61,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2004,'04,,2004,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2005,'05,,2005,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2006,'06,,2006,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,True,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2007,'07,2007,2007,62.3,76,62.3,,62.3,62.3,,62.3
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2008,'08,,2008,62.4,,62.4,,62.4,62.4,,62.4
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2009,'09,,2009,62.5,,62.5,,62.5,62.5,,62.5
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2010,'10,,2010,62.5,,62.5,,62.5,62.5,,62.5
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2011,'11,,2011,62.5,,62.5,,62.5,62.5,,62.5
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,True,62,True,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2012,'12,2012,2012,62.7,,62.7,,62.7,62.7,,62.7
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,62,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2013,'13,,2013,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2014,'14,,2014,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2015,'15,,2015,63.2,,63.2,,63.2,63.2,,63.2
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2016,'16,,2016,63.4,,63.4,,63.4,63.4,,63.4
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,True,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2017,'17,2017,2017,63.8,,63.8,,63.8,63.8,,63.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2018,'18,,2018,63.9,,63.9,,63.9,63.9,,63.9
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,64,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2019,'19,,2019,64.0,,64.0,,64.0,64.0,,64.0
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2020,'20,,2020,63.8,,63.8,,63.8,63.8,,63.8
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2021,'21,,2021,63.9,,63.9,,63.9,63.9,,63.9
Not applicable,3,OECD average,OECD average,OECD_REP,False,OECD average,,True,64,True,Male,False,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Male,OECD AVERAGE COUNTRY,MALE,01-01-2022,'22,2022,2022,64.4,,64.4,,64.4,64.4,,64.4
Not applicable,1,Poland,Poland,POL,False,,Poland,True,68,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,1,Male,POLAND,MALE,01-01-1972,'72,1972,1972,68.2,,68.2,,68.2,68.2,,68.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,67,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1973,'73,,1973,67.6,,67.6,,67.6,67.6,,67.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,67,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1974,'74,,1974,67.3,,67.3,,67.3,67.3,,67.3
Not applicable,2,Poland,Poland,POL,False,,Poland,False,67,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1975,'75,,1975,67.0,,67.0,,67.0,67.0,,67.0
Not applicable,2,Poland,Poland,POL,False,,Poland,False,66,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1976,'76,,1976,66.5,,66.5,,66.5,66.5,,66.5
Not applicable,2,Poland,Poland,POL,False,,Poland,False,66,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1977,'77,1977,1977,66.1,,66.1,,66.1,66.1,,66.1
Not applicable,2,Poland,Poland,POL,False,,Poland,False,65,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1978,'78,,1978,65.7,,65.7,,65.7,65.7,,65.7
Not applicable,2,Poland,Poland,POL,False,,Poland,False,65,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1979,'79,,1979,65.2,,65.2,,65.2,65.2,,65.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1980,'80,,1980,64.7,,64.7,,64.7,64.7,,64.7
Not applicable,2,Poland,Poland,POL,False,,Poland,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1981,'81,,1981,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Poland,Poland,POL,False,,Poland,True,63,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,1,Male,POLAND,MALE,01-01-1982,'82,1982,1982,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1983,'83,,1983,63.2,,63.2,,63.2,63.2,,63.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1984,'84,,1984,63.1,,63.1,,63.1,63.1,,63.1
Not applicable,2,Poland,Poland,POL,False,,Poland,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1985,'85,,1985,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1986,'86,,1986,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1987,'87,1987,1987,62.8,,62.8,,62.8,62.8,,62.8
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1988,'88,,1988,62.7,,62.7,,62.7,62.7,,62.7
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1989,'89,,1989,62.7,,62.7,,62.7,62.7,,62.7
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1990,'90,,1990,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1991,'91,,1991,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,3,Poland,Poland,POL,False,,Poland,True,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,1,Male,POLAND,MALE,01-01-1992,'92,1992,1992,62.9,,62.9,,62.9,62.9,,62.9
Not applicable,2,Poland,Poland,POL,False,,Poland,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1993,'93,,1993,63.1,,63.1,,63.1,63.1,,63.1
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1994,'94,,1994,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,Poland,Poland,POL,False,,Poland,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1995,'95,,1995,61.2,,61.2,,61.2,61.2,,61.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1996,'96,,1996,60.6,,60.6,,60.6,60.6,,60.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1997,'97,1997,1997,59.8,,59.8,,59.8,59.8,,59.8
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1998,'98,,1998,59.8,,59.8,,59.8,59.8,,59.8
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-1999,'99,,1999,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2000,'00,,2000,59.6,,59.6,,59.6,59.6,,59.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2001,'01,,2001,59.3,,59.3,,59.3,59.3,,59.3
Not applicable,1,Poland,Poland,POL,False,,Poland,True,59,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2002,'02,2002,2002,59.3,,59.3,,59.3,59.3,,59.3
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2003,'03,,2003,59.6,,59.6,,59.6,59.6,,59.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2004,'04,,2004,59.4,,59.4,,59.4,59.4,,59.4
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2005,'05,,2005,59.7,,59.7,,59.7,59.7,,59.7
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2006,'06,,2006,59.6,,59.6,,59.6,59.6,,59.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2007,'07,2007,2007,59.4,76,59.4,,59.4,59.4,,59.4
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2008,'08,,2008,59.4,,59.4,,59.4,59.4,,59.4
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2009,'09,,2009,59.8,,59.8,,59.8,59.8,,59.8
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2010,'10,,2010,59.6,,59.6,,59.6,59.6,,59.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2011,'11,,2011,59.8,,59.8,,59.8,59.8,,59.8
Not applicable,2,Poland,Poland,POL,False,,Poland,True,60,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2012,'12,2012,2012,60.3,,60.3,,60.3,60.3,,60.3
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2013,'13,,2013,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2014,'14,,2014,60.3,,60.3,,60.3,60.3,,60.3
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2015,'15,,2015,60.6,,60.6,,60.6,60.6,,60.6
Not applicable,2,Poland,Poland,POL,False,,Poland,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2016,'16,,2016,60.8,,60.8,,60.8,60.8,,60.8
Not applicable,2,Poland,Poland,POL,False,,Poland,False,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2017,'17,2017,2017,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,2,Poland,Poland,POL,False,,Poland,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2018,'18,,2018,61.4,,61.4,,61.4,61.4,,61.4
Not applicable,2,Poland,Poland,POL,False,,Poland,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2019,'19,,2019,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,2,Poland,Poland,POL,False,,Poland,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2020,'20,,2020,62.2,,62.2,,62.2,62.2,,62.2
Not applicable,2,Poland,Poland,POL,False,,Poland,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2021,'21,,2021,63.8,,63.8,,63.8,63.8,,63.8
Not applicable,3,Poland,Poland,POL,False,,Poland,True,64,True,Male,False,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Male,POLAND,MALE,01-01-2022,'22,2022,2022,64.2,,64.2,,64.2,64.2,,64.2
Not applicable,1,Portugal,Portugal,PRT,False,,Portugal,True,69,True,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,1,Male,PORTUGAL,MALE,01-01-1972,'72,1972,1972,69.3,,69.3,,69.3,69.3,,69.3
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,69,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1973,'73,,1973,69.3,,69.3,,69.3,69.3,,69.3
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,69,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1974,'74,,1974,69.3,,69.3,,69.3,69.3,,69.3
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,68,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1975,'75,,1975,68.1,,68.1,,68.1,68.1,,68.1
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,67,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1976,'76,,1976,67.9,,67.9,,67.9,67.9,,67.9
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,67,True,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1977,'77,1977,1977,67.1,,67.1,,67.1,67.1,,67.1
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,65,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1978,'78,,1978,65.9,,65.9,,65.9,65.9,,65.9
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,65,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1979,'79,,1979,65.8,,65.8,,65.8,65.8,,65.8
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,65,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1980,'80,,1980,65.6,,65.6,,65.6,65.6,,65.6
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1981,'81,,1981,64.8,,64.8,,64.8,64.8,,64.8
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,True,64,True,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,1,Male,PORTUGAL,MALE,01-01-1982,'82,1982,1982,64.8,,64.8,,64.8,64.8,,64.8
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1983,'83,,1983,64.4,,64.4,,64.4,64.4,,64.4
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1984,'84,,1984,63.5,,63.5,,63.5,63.5,,63.5
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1985,'85,,1985,63.8,,63.8,,63.8,63.8,,63.8
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1986,'86,,1986,63.2,,63.2,,63.2,63.2,,63.2
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1987,'87,1987,1987,62.8,,62.8,,62.8,62.8,,62.8
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1988,'88,,1988,63.9,,63.9,,63.9,63.9,,63.9
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1989,'89,,1989,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1990,'90,,1990,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1991,'91,,1991,61.7,,61.7,,61.7,61.7,,61.7
Not applicable,3,Portugal,Portugal,PRT,False,,Portugal,True,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,1,Male,PORTUGAL,MALE,01-01-1992,'92,1992,1992,62.3,,62.3,,62.3,62.3,,62.3
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Male,PORTUGAL,MALE,01-01-1993,'93,,1993,62.3,,62.3,,62.3,62.3,,62.3
