Age,Country,Country (group),Country Code,Gender,Measure1,OECD Member: T|F,Ref Area,Reference area,Sex,UPPER(Gender),Year,Year Int,Age | Years,Effective labour market exit age,Obs Value
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1986,1986,63.2,63.2,63.2
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1987,1987,63.4,63.4,63.4
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1988,1988,63.6,63.6,63.6
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1989,1989,63.9,63.9,63.9
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1990,1990,64.5,64.5,64.5
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1991,1991,64.5,64.5,64.5
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1992,1992,63.8,63.8,63.8
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1993,1993,63.7,63.7,63.7
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1994,1994,63.8,63.8,63.8
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1995,1995,63.4,63.4,63.4
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1996,1996,63.2,63.2,63.2
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1997,1997,62.9,62.9,62.9
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1998,1998,61.9,61.9,61.9
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-1999,1999,61.5,61.5,61.5
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2000,2000,58.3,58.3,58.3
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2001,2001,59.6,59.6,59.6
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2002,2002,60.1,60.1,60.1
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2003,2003,58.8,58.8,58.8
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2004,2004,58.2,58.2,58.2
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2005,2005,60.8,60.8,60.8
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2006,2006,62.3,62.3,62.3
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2007,2007,63.3,63.3,63.3
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2008,2008,64.9,64.9,64.9
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2009,2009,66.5,66.5,66.5
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2010,2010,64.5,64.5,64.5
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2011,2011,63.0,63.0,63.0
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2012,2012,61.6,61.6,61.6
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2013,2013,62.7,62.7,62.7
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2014,2014,61.9,61.9,61.9
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2015,2015,61.8,61.8,61.8
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2016,2016,63.1,63.1,63.1
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2017,2017,64.1,64.1,64.1
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2018,2018,63.6,63.6,63.6
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2019,2019,63.4,63.4,63.4
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2020,2020,64.1,64.1,64.1
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2021,2021,63.6,63.6,63.6
Not applicable,Estonia,Europe,EST,Male,Effective labour market exit age,OECD member,EST,Estonia,Male,MALE,01-01-2022,2022,64.6,64.6,64.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1970,1970,63.1,63.1,63.1
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1971,1971,63.1,63.1,63.1
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1972,1972,63.2,63.2,63.2
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1973,1973,63.0,63.0,63.0
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1974,1974,63.0,63.0,63.0
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1975,1975,63.7,63.7,63.7
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1976,1976,62.6,62.6,62.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1977,1977,63.3,63.3,63.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1978,1978,63.6,63.6,63.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1979,1979,63.9,63.9,63.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1980,1980,63.5,63.5,63.5
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1981,1981,63.9,63.9,63.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1982,1982,62.8,62.8,62.8
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1983,1983,61.6,61.6,61.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1984,1984,61.8,61.8,61.8
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1985,1985,61.6,61.6,61.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1986,1986,61.3,61.3,61.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1987,1987,60.7,60.7,60.7
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1988,1988,60.5,60.5,60.5
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1989,1989,59.8,59.8,59.8
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1990,1990,60.0,60.0,60.0
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1991,1991,59.5,59.5,59.5
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1992,1992,59.7,59.7,59.7
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1993,1993,59.3,59.3,59.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1994,1994,59.7,59.7,59.7
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1995,1995,59.4,59.4,59.4
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1996,1996,59.9,59.9,59.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1997,1997,58.9,58.9,58.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1998,1998,59.1,59.1,59.1
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-1999,1999,58.6,58.6,58.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2000,2000,59.1,59.1,59.1
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2001,2001,59.5,59.5,59.5
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2002,2002,59.8,59.8,59.8
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2003,2003,58.9,58.9,58.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2004,2004,59.3,59.3,59.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2005,2005,59.6,59.6,59.6
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2006,2006,59.7,59.7,59.7
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2007,2007,59.3,59.3,59.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2008,2008,60.4,60.4,60.4
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2009,2009,60.3,60.3,60.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2010,2010,60.7,60.7,60.7
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2011,2011,61.3,61.3,61.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2012,2012,61.8,61.8,61.8
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2013,2013,61.3,61.3,61.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2014,2014,60.9,60.9,60.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2015,2015,61.3,61.3,61.3
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2016,2016,62.1,62.1,62.1
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2017,2017,62.8,62.8,62.8
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2018,2018,63.2,63.2,63.2
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2019,2019,63.5,63.5,63.5
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2020,2020,63.0,63.0,63.0
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2021,2021,62.9,62.9,62.9
Not applicable,Finland,Europe,FIN,Male,Effective labour market exit age,OECD member,FIN,Finland,Male,MALE,01-01-2022,2022,63.7,63.7,63.7
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1970,1970,65.7,65.7,65.7
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1971,1971,65.3,65.3,65.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1972,1972,64.9,64.9,64.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1973,1973,64.5,64.5,64.5
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1974,1974,64.2,64.2,64.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1975,1975,63.7,63.7,63.7
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1976,1976,63.2,63.2,63.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1977,1977,63.1,63.1,63.1
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1978,1978,62.5,62.5,62.5
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1979,1979,62.5,62.5,62.5
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1980,1980,62.3,62.3,62.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1981,1981,61.9,61.9,61.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1982,1982,61.3,61.3,61.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1983,1983,60.8,60.8,60.8
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1984,1984,60.2,60.2,60.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1985,1985,60.2,60.2,60.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1986,1986,59.9,59.9,59.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1987,1987,59.7,59.7,59.7
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1988,1988,59.4,59.4,59.4
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1989,1989,59.4,59.4,59.4
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1990,1990,59.4,59.4,59.4
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1991,1991,59.2,59.2,59.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1992,1992,59.2,59.2,59.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1993,1993,58.9,58.9,58.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1994,1994,59.1,59.1,59.1
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1995,1995,58.8,58.8,58.8
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1996,1996,58.9,58.9,58.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1997,1997,58.9,58.9,58.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1998,1998,58.9,58.9,58.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-1999,1999,58.7,58.7,58.7
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2000,2000,58.4,58.4,58.4
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2001,2001,58.3,58.3,58.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2002,2002,58.2,58.2,58.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2003,2003,58.3,58.3,58.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2004,2004,58.3,58.3,58.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2005,2005,58.2,58.2,58.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2006,2006,58.2,58.2,58.2
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2007,2007,58.3,58.3,58.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2008,2008,58.5,58.5,58.5
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2009,2009,58.6,58.6,58.6
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2010,2010,58.9,58.9,58.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2011,2011,58.7,58.7,58.7
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2012,2012,59.3,59.3,59.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2013,2013,59.0,59.0,59.0
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2014,2014,58.8,58.8,58.8
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2015,2015,58.9,58.9,58.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2016,2016,59.3,59.3,59.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2017,2017,59.9,59.9,59.9
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2018,2018,60.3,60.3,60.3
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2019,2019,60.0,60.0,60.0
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2020,2020,60.4,60.4,60.4
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2021,2021,61.0,61.0,61.0
Not applicable,France,Europe,FRA,Male,Effective labour market exit age,OECD member,FRA,France,Male,MALE,01-01-2022,2022,60.7,60.7,60.7
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1970,1970,66.3,66.3,66.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1971,1971,66.4,66.4,66.4
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1972,1972,66.5,66.5,66.5
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1973,1973,66.3,66.3,66.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1974,1974,65.4,65.4,65.4
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1975,1975,66.1,66.1,66.1
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1976,1976,65.6,65.6,65.6
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1977,1977,65.3,65.3,65.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1978,1978,64.9,64.9,64.9
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1979,1979,65.2,65.2,65.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1980,1980,65.0,65.0,65.0
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1981,1981,64.1,64.1,64.1
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1982,1982,63.3,63.3,63.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1983,1983,62.8,62.8,62.8
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1984,1984,62.2,62.2,62.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1985,1985,61.8,61.8,61.8
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1986,1986,62.0,62.0,62.0
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1987,1987,61.7,61.7,61.7
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1988,1988,61.5,61.5,61.5
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1989,1989,61.6,61.6,61.6
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1990,1990,61.8,61.8,61.8
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1991,1991,61.6,61.6,61.6
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1992,1992,61.5,61.5,61.5
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1993,1993,61.2,61.2,61.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1994,1994,61.2,61.2,61.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1995,1995,60.8,60.8,60.8
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1996,1996,60.8,60.8,60.8
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1997,1997,61.0,61.0,61.0
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1998,1998,60.4,60.4,60.4
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-1999,1999,61.1,61.1,61.1
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2000,2000,61.2,61.2,61.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2001,2001,61.3,61.3,61.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2002,2002,62.0,62.0,62.0
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2003,2003,62.5,62.5,62.5
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2004,2004,61.7,61.7,61.7
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2005,2005,61.8,61.8,61.8
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2006,2006,62.4,62.4,62.4
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2007,2007,62.0,62.0,62.0
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2008,2008,62.3,62.3,62.3
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2009,2009,63.2,63.2,63.2
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2010,2010,62.9,62.9,62.9
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2011,2011,62.6,62.6,62.6
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2012,2012,62.6,62.6,62.6
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2013,2013,63.1,63.1,63.1
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2014,2014,62.7,62.7,62.7
Not applicable,United Kingdom,Europe,GBR,Male,Effective labour market exit age,OECD member,GBR,United Kingdom,Male,MALE,01-01-2015,2015,63.0,63.0,63.0
